Author,Comment,Likes,Replies,Date
"@حيدرصالح-ل6غ","يا ريت تعمل حلقة تخص الوضع الاقتصادي في العراق .<br><br>وكذلك حلقة ، لماذا الدول الأوروبية غنية والدول التي فيها معادن ونفط فقيرة",0,0,12/27/2025
"@captainoman4613","شكرا يا أشرف إبراهيم، نريد حلقة عن الكريبتو وعن تعثر صعود العملات البديلة في سنة الحالية وما هو متوقع خلال السنة القادمة لأسواق الكريبتو عامة وسوق العملات البديلة خاصة",0,0,12/27/2025
"@YOUMAJDI","الامانة موجودة ما دمت موجود يا ابو خليل ❤",0,0,12/27/2025
"@elsayedsadon8477","كل سنه واحنا طيبين بمناسبة ايه احنا مسلمين",0,0,12/27/2025
"@AhmedGenius-u2w","اغظم حلقاتك على الاطلاق",0,0,12/27/2025
"@mostafahikal8162","<a href=""https://www.youtube.com/watch?v=8lU8-CLfQwk&amp;t=1342"">22:22</a><br>اجابه سؤالك --- &gt; عايز حلقات عن الشرق الاوسط بشكل اوسع واعمق .. الحلقه دي عجبتني اوي",0,0,12/27/2025
"@aboucomptable1132","علمت مؤخرا أن البنك الفيديرالي الأمريكي ليس بنك حكومي بل مملوك لبعض العائلات اليهودية الثرية",0,0,12/27/2025
"@hebaefat61","Hard time <br>وأيام ثانوي",0,0,12/27/2025
"@ramadan3727","وهو في حد يقدر ينساك يا دكتور أشرف<br>انت المصباح الذي يضيء لنا الطريق",0,0,12/26/2025
"@أ.زكرياعيد","اخوي انت حكيت عن المشكلة <br><br>هات لنا الحلول اللي ممكن تقترحها لينا كطبقة وسطى او فقيرة <br><br>نشتري ذهب ولا فضة لحفظ الاصول والاستثمار فيهم <br>ولا نشتري عملات مستقرة ونستثمر في اسواق العملات الرقمية ولا نشتري اسهم او نستثمر في اسهم شركات الذكاء الصناعي او اسهم الشركات المعدنة للذهب <br><br>والاستثمار النا اكيد حيكون تدريجي وبطريقة Dca<br><br>يعطيك الف عافية <br>ضروري تكون في حلقة لطرق ممكن نسلكها للخروج من الفخ القادم والانهيار الاقتصادي العالمي القادم في ظل الحرب الباردة بين العالم الرقمي الجديد ونظامه وبين البنوك العالمية اللي اتكلمت عنه الحلقة الماضية <br>علما انه سقوط الدولار حيسقط معاه حوالي ٦١ عملة في العالم لانها مربوطة بالدولار <br><br>انتظر الحلقة بفارغ الصبر",0,0,12/26/2025
"@faradjiabdelouahheb2491","روعاتك يا دكتور<br>دا انت كينغ والله",0,0,12/26/2025
"@kerolsmagdy5088","لو سمحت نريد حلقات عن نهضة اليابان بعد الحرب العالمية الثانية و تحديدا القطاعات الحكومية و استكمال حلقه السكك الحديد اليابانية التي لم يتم استكمالها",0,0,12/26/2025
"@BaderAlbedoor-l2z","سنة سعيدة ليك وللطاقم معاك❤ انت شعاع نور نفهم بيه الدنيا ..كن ملهم.. بارك الله في جهودكم",0,0,12/26/2025
"@Youssef_750.","ياريت رئيس الوزراء يسمعك بدل ما هو مقضيها قروض",0,0,12/26/2025
"@AhmedSabour-j7b","كل سنة وأنت منور حياتنا بالعلم يا دكتور أشرف",0,0,12/26/2025
"@عبدعنزان","وانت طيب يا استاذ أشرف.. واهلنا في فلسطين طيبين كمان❤😊🎉",1,1,12/26/2025
"@mohamadsabra6424","لو سمحت حلقه وتحليل عن الأنهيار الاقتصادي القادم وتأثيره على الناس والفوضى التي سيخلقها <br>وقتها لن يعود للاشياء قيمه كما هو متعارف عليه الان <br>لان ببساطه القدره على الاستمرار هو ما سيحدد قيمة الاشياء بسبب اختلاف الاهتمام <br>ولو سمحت متى تتوقع هذا الأنهيار إن كان سيحدث",0,0,12/26/2025
"@islamashraf525","بيجرو عشان يفضلو ف نفس المكان حضرتك لحصت احساسي اخر كام سنه",0,0,12/26/2025
"@abdosy9007","اتمنى ان تركز على الاقتصاد الإسلامي أكثر",0,0,12/26/2025
"@ma2aref8616","الدهب عايزين نعرف الدهب رايح فين",0,0,12/26/2025
"@WOLVERINE77237","ياريت نركز على حال مصر الأقتصادى ومستقبله",0,0,12/26/2025
"@YahiaAboalsuod","الأسعار هتزيد بنظرية تاتا تاتا 😂",0,0,12/26/2025
"@abdullahalsalmi294","نريد حلقة عن هل بتشتعل حرب بين روسيا وأوروبا...في سنة ٢٠٢٦",0,0,12/26/2025
"@kadichoukadichou472","في الجزائر نتجه لحالة مصر طبقية وانعدام الطبقة المتوسطة ويبقا طبقة فقيرة كادحة وطبقة غنية هذ الموضوع كنا نستغرب فيه في مصر صار عندنا. وكل عام بيزيد",0,0,12/26/2025
"@a.alhashimi780","👏",0,0,12/26/2025
"@ahmedharagy2277","الله عليك يا دكتور اشرف، حقيقه انت بتوصف اوضاع احنا عايشينها 😢😢",0,0,12/26/2025
"@ragbsoliman3436","انت رائع",0,0,12/26/2025
"@3bdel3zizT","اللَّهُــمَّ صَلِّ وَسَـــلِّمْ وَبَارِكْ على نَبِيِّنَـــا مُحمَّدﷺ",1,0,12/26/2025
"@mohamedyasser2950","عايزين حلقات شرح لسياسات الدول العربية في التعامل مع معدلات التضخم <br>و كمان حلقات عن كيفية فهم الفرد و تحديد كيفية ادخاره للحصول على اقرب فرصة للنجاة من الغلاء بقدر المستطاع",0,0,12/26/2025
"@عمروالفداوى-غ6ع","مش عارف تفتكرونى ولا لأ ههههههههههههه<br>يا ربس هو إحنا بننساك أصلا ❤",0,0,12/26/2025
"@deathshot8043","انا من تونس ، و في بلدي الطبقة المتوسطة إندثرت تقريبا ، هناك فقط أغنياء و فقراء ... اللهم فرجا قريب",0,0,12/26/2025
"@Clear3-g4g","لو ممكن في السنه الجديده تركز علي اقتصاد دولنا المحليه العربيه و الافريقيه و شكرآ لك علي مجهوداتك تحياتي",0,0,12/26/2025
"@Dwm678","عايز اعرف انا كواحد ازاى اشغل فلوسي",0,0,12/26/2025
"@Fadi-v2d8q","شكرا جزيلا لك دكتور اشرف",0,0,12/26/2025
"@hadjkada9847","ياريت تتكلم عن الاقتصاد في الجزائر",0,0,12/26/2025
"@awadhassan9685","شابوووووووو",0,0,12/26/2025
"@yasserxp3220","ممكن تتعمق فى التحدث عن اليات التحول الوظيفى. مثال: موظف &gt; موظف حر &gt; رائد اعمال او صاحب مشروعات صغيره&gt; صاحب او مدير او مساهم فى شركة متوسطة",0,1,12/26/2025
"@مختارمؤمن-م9ذ","من اخر 2025نستوعكم الله",0,0,12/26/2025
"@chefomar2239","اتكلم عن اعمار غزه في سنة 2026",0,0,12/26/2025
"@asemahmed3296","التهنئة تكون فقط بأعياد الفطر والأضحى",0,0,12/26/2025
"@mmagdy2754","حلقه جيدة وبعنوان مصائب قوم عند قوم فوائدُ 😢",0,0,12/26/2025
"@asemahmed3296","لازم يختار رئيس فيدرالي مسلم يطبق الإسلام ويمنع الفوائد بالمرة",0,0,12/26/2025
"@husam280982","السلام عليكم <br>عاوزين حلقه عن اقتصاد سوريا ووضع قبل وبعد",0,0,12/26/2025
"@ahmedsherif5989","حلقه عظيمه عظيمه عظيمه جدا عجبتني اوي وكأنك بتوصف مصر بظبط ❤",0,0,12/26/2025
"@ferasalrayes","الاستثمار في البورصة المصرية لخمس أو عشر سنوات",1,0,12/26/2025
"@bisbis5992","شكراً على الجهود التي بذلتموها هذا العام، ونتمنى أن نراكم في العام القادم بنجاح كبير!",0,0,12/25/2025
"@WaheedBarham","يعني النفط ينخفض..يعني سيارات البنزين يرتفع سعرها في بعض الدول الفقيرة",0,0,12/25/2025
"@moslehosaleh32k","مواضيع اقتصادية مفيدة اخي متابعكم من المغرب",0,0,12/25/2025
"@g33n","نريد بالارقام الاثر على الاقتصاد لو تم تطبيق الزكاة كما امر الله",0,0,12/25/2025
"@g33n","و تطبيق الزكاة؟",0,0,12/25/2025
"@abbaskabbas8217","استاذ اشرف المحترم: سؤال افتراضي: كيف سيكون شكل اقتصاد العالمي على فرض اسقاط فوائد الديون على الدول على المستوى العالمي؟؟",0,0,12/25/2025
"@Sidiahmedmohamed-p7g","السلام عليكم <br>سؤال : ما هي المنصات التي يستثمر فيه الأغنياء التي قلت عليها ؟؟<br>و أيضا إنخفاض سعر الدولار قد يكون جيدا للبعض لكن من جانب آخر قد لا يكون كذالك في ظل الظروف المعيشية الحالية للقطاع المتوسط <br>مثلا : اللي يشتغل من دولة عملتها ضعيفة مقارنة بالدولار القوي و يبيع منتجات رقمية على منصات تجارية للدول الأخرى <br>و إذا قَلت الفائدة و قلّ سعر الدولار القوي فاللي يشتغل في البرامج زي أدوبي السعودي مثلا و غير مش هيلاحق على أسعار الغذاء و الدواء و المواصلات و السكن و هيقل دخلهم بسرعة و مش هيكفي<br> زي اللي أنت فاكر بالضبط عن المستثمر الغني و الفقير <br>المستثمر حاطط رجل على رجل و مش حاسس بحاجة و مستمتع على الآخر بعرض الفقاعة الإقتصادية و حتى لو أنفجرت مش هتنفجر فوشّ لأن عند نسبة %40 من حساب في الذهب و العقود و ربما المستندات بمعنى آخر مش خايف.<br>لكن الفقير هو اللي هيشيل الليلة كلها و هينضرب جامد على أفاه .<br><br>و الله أعلم <br><br>اللهم صل وسلم على سيدنا محمد وعلى آله وصحبه أجمعين اللهم آمين <br><br>و جزاك الله خيرا",0,0,12/25/2025
"@msabahi1","الذكاء الاصطناعي و تاثيره على الاقتصاد",0,0,12/25/2025
"@untiteledx253","علشان كدة كفتم الرأسمالية اللي بتزيد الغني غنى و الفقير فقرا",0,0,12/25/2025
"@خيرمصر33","انت راجل محترم",0,0,12/25/2025
"@achraf-elbazz","السلام عليكم <br>أشكرك أخي أشرف على المحتوى المهم للحلقة<br>أرجو أن تقدم حلقة عن مدى علاقة تنظيم كأس العالم لكرة القدم في دولة ما و آثاره على  ازدهارها  الاقتصادي",0,0,12/25/2025
"@رزقالدغيدي","د اشرف حضرتك من أفضل من البرامج على الساحه فى الاقتصاد",0,0,12/25/2025
"@alihaddad1853","شكرا على المجهود",0,0,12/25/2025
"@ammarkawkab9121","معلومات رائعة جدا في كل الحلقات شكرا لكم",0,0,12/25/2025
"@abdelkaderboukhordj8924","خارطه الطريق اقتصادية لوضع سوريا و شكرا دكتور",0,0,12/25/2025
"@hamdymansour2000","فيه دول غنية جدا ولكن شعوبها تعانى من الفقر بسبب التضخم فى غباء حكوماتها",0,0,12/25/2025
"@hamdymansour2000","ربنا ينتقم من التضخم واليوم الى شفناه فيه😭",0,0,12/25/2025
"@hamdymansour2000","ازاى منفتكركش يا عالمى دنا متابعك من زمااااااان ❤❤❤❤ جزاك الله خيرا على المعلومات القيمة فى زمن الكزابين",0,0,12/25/2025
"@rehabo5422","ماهو مستقبل الاستهلاك السلعي هل سيزيد ام ينقص بحكم الاحداث الحالية وهل سيتجه الناس الى تقليل مصروفاتهم والاكتفاء بالضروريات وماهو مستقبل الانتاج السلعي والابتكاري في هذا السياق؟",0,0,12/25/2025
"@mohssen3640","هذا الكلام للشباب المقدم على الحياة والعمل والزواج يجب ان نعرف ان الاساس في النجاح هو التوفير حاول ان تدخر ولو بمبالغ صغيرة لا تستصغر اي مبلغ وحاول الاستغناء عن امور كثيرة وخصوصا اننا نعيش في مجتمعات استهلاكية ويجب ان يكون لك طموح للوصول الى مبلغ معين ثم حاول استثمار جزء من المدخرات في اي تجارة صغيرة من بيع منتج او غيره او الاستثمار الامن في سوق الاسهم او غيره هناك افكار كثيرة للتجارة الاهم هو ان لا تغتر بالمبالغ التي ممكن تنجنيها حتى ولو وصلت الى ربح مبالغ معقولة  يمكن ان تبدأ بترفيه نفسك عندما تجني اول مليون دولار  لك ولا تستغرب كلامي فربما تجد ان ذلك مستحيل ولكن صدقني انه ممكن وممكن جدا باذن الله طبعا",0,0,12/25/2025
"@MarwaMarwa-j9h","برنامج محترم تحياتي",0,0,12/25/2025
"@ZIANIFatma-l1e","مفتكرينك ديمن يامتألق",1,0,12/25/2025
"@alaaalhassan6918","كيف شخص يحسن من وضعه المادي",1,0,12/25/2025
"@BA-uw6qg","ياتري ايه هي الإجراءات والخطوات العملية  التي تقدر تخلي الطبقات المتوسطة تواجه التضخم",1,0,12/25/2025
"@nebrasalabbadi1857","بارك الله فيك.<br>دائماً نحصل على معلومات جديدة موثقة.",0,0,12/25/2025
"@EXATUBE","ربك هوا من يقبض الرزق عمن يشاء ويبسط الرزق لمن يشاء ❤",3,0,12/25/2025
"@BA-uw6qg","اعطيك لقب جراح الاقتصاد العالمي",0,0,12/25/2025
"@BA-uw6qg","ماشاء الله عليك يا دكتور  افضل عراب اقتصاد",0,0,12/25/2025
"@adelfahmi1746","شكرا لحضرتك على المحتوى<br>بس ياريت<br>تعمل حلقات للطبقه الفقيرة والمتوسطه ازازي يقدروا يرفعوا من مستواهم المعيشي<br>حضرتك ياريت تحضر لهم افكار<br>يقدروا من خلالها يحسنوا من مستواهم ودا شئ صعب علي فكره<br>بس حد  زي حضرتك عند الخبره دي<br>يقدر يفكر ويجهز  حاجات كويسه<br>شكرا جزيلاً لحضرتك",1,0,12/25/2025
"@BA-uw6qg","احلي لايك يا دكتور اشرف",0,0,12/25/2025
"@ismailken8944","محتاج حابب يصير صديقي ؟ أو في حدا غني حابب اديرله مشاريعه وفلوسه؟",0,0,12/25/2025
"@RoohwRaihan","احذر أن يسبق رأيك أمر الله <br><a href=""https://www.youtube.com/watch?v=wYPK-aRDgLg"">https://youtu.be/wYPK-aRDgLg</a>",0,0,12/25/2025
"@Mlut321","دكتور اشرف لو سمحت احكي عن تغير العمله في سوريا وهل ممكن يتحسن الدخل للمواطن واحدا الدنا للأجور العمل",0,0,12/25/2025
"@Rahmaashraf-s3u","رائع",0,0,12/25/2025
"@ahmedraafat8261","نحب تتكلم عن مصر أكتر",0,0,12/25/2025
"@drtarif4126","عروستي...!!! <br>مصر",0,0,12/25/2025
"@مصعب-غ1ق4ت","اتكلم عن الحاله الاقتصاديه في الوطن العربي ❤ ارفع تعليق عشان يشوفوا",0,0,12/25/2025
"@ahmeddeboo8960","مش لاقيين حد يشتري النفط بيغلوا البنزين عندنا ليه",1,0,12/25/2025
"@wildfire3989","مشكلة الأثريا انهم لايستغلون اموالهم لعمل بزنس يشغل الناس في دولهم او برا دولهم !",0,0,12/25/2025
"@zeinababoelnasr5485","التلاعب في سوق العقارات<br>منتجات العناية بالبشرة والشعر وسر تطور صناعتها محليا في مصر والشرق الأوسط<br>احتياطات المواطن العادي في مقابل اي حرب تنشب وتجعله يخسر وظيفته",0,0,12/25/2025
"@AmirHelal82","محتاج اكلمك اخد منك شوية استشارات اتواصل ازاى",0,0,12/25/2025
"@Omerali-126","خلي تركيزك في عام 2026 على حلقات كيف ما نبقى running to stand still",0,0,12/25/2025
"@moustafasaleh7499","ممكن تعمل حلقة لتقييم النظام المصرى أثناء حكم الرئيس السيسى؟",0,0,12/25/2025
"@NoraElshemery","طول مافي ربا اللي هيا الفايدة. هيبقى الفقير أفقر والغني بيغتني من غير حق احسن حل كتاب الله",0,0,12/25/2025
"@somar1275","من افضل الحلقات ان لم تكن الافضل ، يعطيك الف عافية 👏👏",0,0,12/25/2025
"@عالمالاطفال-ت2ه","انت غني عن التعريف ياستاذ اشرف🎉",0,0,12/25/2025
"@jaethin","this is so depressing",0,0,12/25/2025
"@youssefdoudouhi7334","حلقة عن : كيفية الإستفادة من إنفجار فقاعة الذكاء الاصطناعي 🙋‍♂️🙌",0,0,12/25/2025
"@القرآنخيرزاد","حلقة جميلة جدا✌️",0,0,12/25/2025
"@SuperDrshark","حلقة صادمة ولكن كاشفة…. أحسنت",0,0,12/25/2025
"@AliShwehna","جزاك الله خيرا أستاذ أشرف",0,0,12/25/2025
"@ايمنالمصري-غ7خ","انتا بجد صاحب افضل نحتوى بتابعه و اي حاجه بتقولها مهمه و مثيرة للإهتمام و بجد بنتظر اي محتوى جديد منك و بعمل لايك عليه قبل حتى ما اشوفه",0,0,12/25/2025
"@wagdewagheeh1896","الله ينور عليك ياااامحترم ❤<br>تحليل راااائع كااافي ووافي  ...<br>كلمات بسيطة ولكنها بدون تكلف وبدون ترقع وتجميل وخاصة عبارة  : التضخم الذي،يسبب افقااار الفقير هو ذاااته الذي يزيد الاغنياء ثراء ... ❤",0,0,12/25/2025
"@almared577","شكرا جزيلا لك",0,0,12/25/2025
"@newmannewman-ik3km","كارل ماركس الوحيد الذي شخص ظلم رأس المال للناس عندما قال (كلما ما زادت الثروات زاد الفقر ) في الوقت الحاضر الذي نعيشه واحد بالمئة من سكان العالم يملكون 80 بالمئة من ثروات العالم. انه سوء توزيع الثروات والفرص في الحياة.",0,0,12/25/2025
"@AsfUytkh","بارك الله فيك",0,0,12/25/2025
"@sadenmazen9082","يا دكتور أشرف فيه حد يقدر ينساك أنت شريان وداجى لقلوبنا <br>الله يفتح ليك أبواب الخير ويحميك من كل سوء كل عام وحضرتك بخير وسلام ورضوان من الله",0,0,12/25/2025
"@samara45780","انت عبقري ما شاء الله عليك ❤",0,0,12/25/2025
"@naboymoustafa184","اسطوره نتمنى تكلم من هذا النوع من الحلقات انك تفهمنا كيف ننجوا ف ظل الوضع الحالى",0,0,12/25/2025
"@ALIABDELHAFEEZ-y8m","يا ريت لو تتحدث عن انواع واقسام اقتصاد الدول<br>بمعني تتحدث عن أي دوله ونوع خطه الاقتصاد المعتمده في نفس الدوله❤",0,0,12/25/2025
"@AwdalkreimMohamed","تكلم عن الآله التي قامت الصين بإستنساخها أعقد آله بالعالم",0,0,12/25/2025
"@ahmedramadan7941","ايه رأيك تعمل حلقه عن الى ممكن يحصل فى سوق العقارات فى 2026",1,0,12/25/2025
"@ashrafahmedali9044","دكتور أشرف. حافضل أقول إنك رائع رائع رأئع",0,0,12/25/2025
